"Type","Sao","Cung","Chi","Text"
"Chính tinh","Thái Âm + Thiên Tướng","Nô Bộc","Hợi","Thái Âm và Thiên Tướng đồng cung tại Hợi"
"Chính tinh","Thái Âm + Thiên Tướng","Thiên Di","Tý","Thái Âm và Thiên Tướng đồng cung tại Tý"
"Chính tinh","Thái Âm + Thiên Tướng","Thiên Di","Sửu","Thái Âm và Thiên Tướng đồng cung tại Sửu"
"Chính tinh","Thái Âm + Thiên Tướng","Thiên Di","Dần","Thái Âm và Thiên Tướng đồng cung tại Dần"
"Chính tinh","Thái Âm + Thiên Tướng","Thiên Di","Mão","Thái Âm và Thiên Tướng đồng cung tại Mão"
"Chính tinh","Thái Âm + Thiên Tướng","Thiên Di","Thìn","Thái Âm và Thiên Tướng đồng cung tại Thìn"
"Chính tinh","Thái Âm + Thiên Tướng","Thiên Di","Tỵ","Thái Âm và Thiên Tướng đồng cung tại Tỵ"
"Chính tinh","Thái Âm + Thiên Tướng","Thiên Di","Ngọ","Thái Âm và Thiên Tướng đồng cung tại Ngọ"
"Chính tinh","Thái Âm + Thiên Tướng","Thiên Di","Mùi","Thái Âm và Thiên Tướng đồng cung tại Mùi"
"Chính tinh","Thái Âm + Thiên Tướng","Thiên Di","Thân","Thái Âm và Thiên Tướng đồng cung tại Thân"
"Chính tinh","Thái Âm + Thiên Tướng","Thiên Di","Dậu","Thái Âm và Thiên Tướng đồng cung tại Dậu"
"Chính tinh","Thái Âm + Thiên Tướng","Thiên Di","Tuất","Thái Âm và Thiên Tướng đồng cung tại Tuất"
"Chính tinh","Thái Âm + Thiên Tướng","Thiên Di","Hợi","Thái Âm và Thiên Tướng đồng cung tại Hợi"
"Chính tinh","Thái Âm + Thiên Tướng","Tật Ách","Tý","Thái Âm và Thiên Tướng đồng cung tại Tý"
"Chính tinh","Thái Âm + Thiên Tướng","Tật Ách","Sửu","Thái Âm và Thiên Tướng đồng cung tại Sửu"
"Chính tinh","Thái Âm + Thiên Tướng","Tật Ách","Dần","Thái Âm và Thiên Tướng đồng cung tại Dần"
"Chính tinh","Thái Âm + Thiên Tướng","Tật Ách","Mão","Thái Âm và Thiên Tướng đồng cung tại Mão"
"Chính tinh","Thái Âm + Thiên Tướng","Tật Ách","Thìn","Thái Âm và Thiên Tướng đồng cung tại Thìn"
"Chính tinh","Thái Âm + Thiên Tướng","Tật Ách","Tỵ","Thái Âm và Thiên Tướng đồng cung tại Tỵ"
"Chính tinh","Thái Âm + Thiên Tướng","Tật Ách","Ngọ","Thái Âm và Thiên Tướng đồng cung tại Ngọ"
"Chính tinh","Thái Âm + Thiên Tướng","Tật Ách","Mùi","Thái Âm và Thiên Tướng đồng cung tại Mùi"
"Chính tinh","Thái Âm + Thiên Tướng","Tật Ách","Thân","Thái Âm và Thiên Tướng đồng cung tại Thân"
"Chính tinh","Thái Âm + Thiên Tướng","Tật Ách","Dậu","Thái Âm và Thiên Tướng đồng cung tại Dậu"
"Chính tinh","Thái Âm + Thiên Tướng","Tật Ách","Tuất","Thái Âm và Thiên Tướng đồng cung tại Tuất"
"Chính tinh","Thái Âm + Thiên Tướng","Tật Ách","Hợi","Thái Âm và Thiên Tướng đồng cung tại Hợi"
"Chính tinh","Thái Âm + Thiên Tướng","Tài Bạch","Tý","Thái Âm và Thiên Tướng đồng cung tại Tý"
"Chính tinh","Thái Âm + Thiên Tướng","Tài Bạch","Sửu","Thái Âm và Thiên Tướng đồng cung tại Sửu"
"Chính tinh","Thái Âm + Thiên Tướng","Tài Bạch","Dần","Thái Âm và Thiên Tướng đồng cung tại Dần"
"Chính tinh","Thái Âm + Thiên Tướng","Tài Bạch","Mão","Thái Âm và Thiên Tướng đồng cung tại Mão"
"Chính tinh","Thái Âm + Thiên Tướng","Tài Bạch","Thìn","Thái Âm và Thiên Tướng đồng cung tại Thìn"
"Chính tinh","Thái Âm + Thiên Tướng","Tài Bạch","Tỵ","Thái Âm và Thiên Tướng đồng cung tại Tỵ"
"Chính tinh","Thái Âm + Thiên Tướng","Tài Bạch","Ngọ","Thái Âm và Thiên Tướng đồng cung tại Ngọ"
"Chính tinh","Thái Âm + Thiên Tướng","Tài Bạch","Mùi","Thái Âm và Thiên Tướng đồng cung tại Mùi"
"Chính tinh","Thái Âm + Thiên Tướng","Tài Bạch","Thân","Thái Âm và Thiên Tướng đồng cung tại Thân"
"Chính tinh","Thái Âm + Thiên Tướng","Tài Bạch","Dậu","Thái Âm và Thiên Tướng đồng cung tại Dậu"
"Chính tinh","Thái Âm + Thiên Tướng","Tài Bạch","Tuất","Thái Âm và Thiên Tướng đồng cung tại Tuất"
"Chính tinh","Thái Âm + Thiên Tướng","Tài Bạch","Hợi","Thái Âm và Thiên Tướng đồng cung tại Hợi"
"Chính tinh","Thái Âm + Thiên Tướng","Tử Tức","Tý","Thái Âm và Thiên Tướng đồng cung tại Tý"
"Chính tinh","Thái Âm + Thiên Tướng","Tử Tức","Sửu","Thái Âm và Thiên Tướng đồng cung tại Sửu"
"Chính tinh","Thái Âm + Thiên Tướng","Tử Tức","Dần","Thái Âm và Thiên Tướng đồng cung tại Dần"
"Chính tinh","Thái Âm + Thiên Tướng","Tử Tức","Mão","Thái Âm và Thiên Tướng đồng cung tại Mão"
"Chính tinh","Thái Âm + Thiên Tướng","Tử Tức","Thìn","Thái Âm và Thiên Tướng đồng cung tại Thìn"
"Chính tinh","Thái Âm + Thiên Tướng","Tử Tức","Tỵ","Thái Âm và Thiên Tướng đồng cung tại Tỵ"
"Chính tinh","Thái Âm + Thiên Tướng","Tử Tức","Ngọ","Thái Âm và Thiên Tướng đồng cung tại Ngọ"
"Chính tinh","Thái Âm + Thiên Tướng","Tử Tức","Mùi","Thái Âm và Thiên Tướng đồng cung tại Mùi"
"Chính tinh","Thái Âm + Thiên Tướng","Tử Tức","Thân","Thái Âm và Thiên Tướng đồng cung tại Thân"
"Chính tinh","Thái Âm + Thiên Tướng","Tử Tức","Dậu","Thái Âm và Thiên Tướng đồng cung tại Dậu"
"Chính tinh","Thái Âm + Thiên Tướng","Tử Tức","Tuất","Thái Âm và Thiên Tướng đồng cung tại Tuất"
"Chính tinh","Thái Âm + Thiên Tướng","Tử Tức","Hợi","Thái Âm và Thiên Tướng đồng cung tại Hợi"
"Chính tinh","Thái Âm + Thiên Tướng","Phu Thê","Tý","Thái Âm và Thiên Tướng đồng cung tại Tý"
"Chính tinh","Thái Âm + Thiên Tướng","Phu Thê","Sửu","Thái Âm và Thiên Tướng đồng cung tại Sửu"
"Chính tinh","Thái Âm + Thiên Tướng","Phu Thê","Dần","Thái Âm và Thiên Tướng đồng cung tại Dần"
"Chính tinh","Thái Âm + Thiên Tướng","Phu Thê","Mão","Thái Âm và Thiên Tướng đồng cung tại Mão"
"Chính tinh","Thái Âm + Thiên Tướng","Phu Thê","Thìn","Thái Âm và Thiên Tướng đồng cung tại Thìn"
"Chính tinh","Thái Âm + Thiên Tướng","Phu Thê","Tỵ","Thái Âm và Thiên Tướng đồng cung tại Tỵ"
"Chính tinh","Thái Âm + Thiên Tướng","Phu Thê","Ngọ","Thái Âm và Thiên Tướng đồng cung tại Ngọ"
"Chính tinh","Thái Âm + Thiên Tướng","Phu Thê","Mùi","Thái Âm và Thiên Tướng đồng cung tại Mùi"
"Chính tinh","Thái Âm + Thiên Tướng","Phu Thê","Thân","Thái Âm và Thiên Tướng đồng cung tại Thân"
"Chính tinh","Thái Âm + Thiên Tướng","Phu Thê","Dậu","Thái Âm và Thiên Tướng đồng cung tại Dậu"
"Chính tinh","Thái Âm + Thiên Tướng","Phu Thê","Tuất","Thái Âm và Thiên Tướng đồng cung tại Tuất"
"Chính tinh","Thái Âm + Thiên Tướng","Phu Thê","Hợi","Thái Âm và Thiên Tướng đồng cung tại Hợi"
"Chính tinh","Thái Âm + Thiên Tướng","Huynh Đệ","Tý","Thái Âm và Thiên Tướng đồng cung tại Tý"
"Chính tinh","Thái Âm + Thiên Tướng","Huynh Đệ","Sửu","Thái Âm và Thiên Tướng đồng cung tại Sửu"
"Chính tinh","Thái Âm + Thiên Tướng","Huynh Đệ","Dần","Thái Âm và Thiên Tướng đồng cung tại Dần"
"Chính tinh","Thái Âm + Thiên Tướng","Huynh Đệ","Mão","Thái Âm và Thiên Tướng đồng cung tại Mão"
"Chính tinh","Thái Âm + Thiên Tướng","Huynh Đệ","Thìn","Thái Âm và Thiên Tướng đồng cung tại Thìn"
"Chính tinh","Thái Âm + Thiên Tướng","Huynh Đệ","Tỵ","Thái Âm và Thiên Tướng đồng cung tại Tỵ"
"Chính tinh","Thái Âm + Thiên Tướng","Huynh Đệ","Ngọ","Thái Âm và Thiên Tướng đồng cung tại Ngọ"
"Chính tinh","Thái Âm + Thiên Tướng","Huynh Đệ","Mùi","Thái Âm và Thiên Tướng đồng cung tại Mùi"
"Chính tinh","Thái Âm + Thiên Tướng","Huynh Đệ","Thân","Thái Âm và Thiên Tướng đồng cung tại Thân"
"Chính tinh","Thái Âm + Thiên Tướng","Huynh Đệ","Dậu","Thái Âm và Thiên Tướng đồng cung tại Dậu"
"Chính tinh","Thái Âm + Thiên Tướng","Huynh Đệ","Tuất","Thái Âm và Thiên Tướng đồng cung tại Tuất"
"Chính tinh","Thái Âm + Thiên Tướng","Huynh Đệ","Hợi","Thái Âm và Thiên Tướng đồng cung tại Hợi"
"Chính tinh","Thái Âm + Thiên Lương","Mệnh","Tý","Thái Âm và Thiên Lương đồng cung tại Tý"
"Chính tinh","Thái Âm + Thiên Lương","Mệnh","Sửu","Thái Âm và Thiên Lương đồng cung tại Sửu"
"Chính tinh","Thái Âm + Thiên Lương","Mệnh","Dần","Thái Âm và Thiên Lương đồng cung tại Dần"
"Chính tinh","Thái Âm + Thiên Lương","Mệnh","Mão","Thái Âm và Thiên Lương đồng cung tại Mão"
"Chính tinh","Thái Âm + Thiên Lương","Mệnh","Thìn","Thái Âm và Thiên Lương đồng cung tại Thìn"
"Chính tinh","Thái Âm + Thiên Lương","Mệnh","Tỵ","Thái Âm và Thiên Lương đồng cung tại Tỵ"
"Chính tinh","Thái Âm + Thiên Lương","Mệnh","Ngọ","Thái Âm và Thiên Lương đồng cung tại Ngọ"
"Chính tinh","Thái Âm + Thiên Lương","Mệnh","Mùi","Thái Âm và Thiên Lương đồng cung tại Mùi"
"Chính tinh","Thái Âm + Thiên Lương","Mệnh","Thân","Thái Âm và Thiên Lương đồng cung tại Thân"
"Chính tinh","Thái Âm + Thiên Lương","Mệnh","Dậu","Thái Âm và Thiên Lương đồng cung tại Dậu"
"Chính tinh","Thái Âm + Thiên Lương","Mệnh","Tuất","Thái Âm và Thiên Lương đồng cung tại Tuất"
"Chính tinh","Thái Âm + Thiên Lương","Mệnh","Hợi","Thái Âm và Thiên Lương đồng cung tại Hợi"
"Chính tinh","Thái Âm + Thiên Lương","Phụ Mẫu","Tý","Thái Âm và Thiên Lương đồng cung tại Tý"
"Chính tinh","Thái Âm + Thiên Lương","Phụ Mẫu","Sửu","Thái Âm và Thiên Lương đồng cung tại Sửu"
"Chính tinh","Thái Âm + Thiên Lương","Phụ Mẫu","Dần","Thái Âm và Thiên Lương đồng cung tại Dần"
"Chính tinh","Thái Âm + Thiên Lương","Phụ Mẫu","Mão","Thái Âm và Thiên Lương đồng cung tại Mão"
"Chính tinh","Thái Âm + Thiên Lương","Phụ Mẫu","Thìn","Thái Âm và Thiên Lương đồng cung tại Thìn"
"Chính tinh","Thái Âm + Thiên Lương","Phụ Mẫu","Tỵ","Thái Âm và Thiên Lương đồng cung tại Tỵ"
"Chính tinh","Thái Âm + Thiên Lương","Phụ Mẫu","Ngọ","Thái Âm và Thiên Lương đồng cung tại Ngọ"
"Chính tinh","Thái Âm + Thiên Lương","Phụ Mẫu","Mùi","Thái Âm và Thiên Lương đồng cung tại Mùi"
"Chính tinh","Thái Âm + Thiên Lương","Phụ Mẫu","Thân","Thái Âm và Thiên Lương đồng cung tại Thân"
"Chính tinh","Thái Âm + Thiên Lương","Phụ Mẫu","Dậu","Thái Âm và Thiên Lương đồng cung tại Dậu"
"Chính tinh","Thái Âm + Thiên Lương","Phụ Mẫu","Tuất","Thái Âm và Thiên Lương đồng cung tại Tuất"
"Chính tinh","Thái Âm + Thiên Lương","Phụ Mẫu","Hợi","Thái Âm và Thiên Lương đồng cung tại Hợi"
"Chính tinh","Thái Âm + Thiên Lương","Phúc Đức","Tý","Thái Âm và Thiên Lương đồng cung tại Tý"
"Chính tinh","Thái Âm + Thiên Lương","Phúc Đức","Sửu","Thái Âm và Thiên Lương đồng cung tại Sửu"
"Chính tinh","Thái Âm + Thiên Lương","Phúc Đức","Dần","Thái Âm và Thiên Lương đồng cung tại Dần"
"Chính tinh","Thái Âm + Thiên Lương","Phúc Đức","Mão","Thái Âm và Thiên Lương đồng cung tại Mão"
"Chính tinh","Thái Âm + Thiên Lương","Phúc Đức","Thìn","Thái Âm và Thiên Lương đồng cung tại Thìn"
"Chính tinh","Thái Âm + Thiên Lương","Phúc Đức","Tỵ","Thái Âm và Thiên Lương đồng cung tại Tỵ"
"Chính tinh","Thái Âm + Thiên Lương","Phúc Đức","Ngọ","Thái Âm và Thiên Lương đồng cung tại Ngọ"
"Chính tinh","Thái Âm + Thiên Lương","Phúc Đức","Mùi","Thái Âm và Thiên Lương đồng cung tại Mùi"
"Chính tinh","Thái Âm + Thiên Lương","Phúc Đức","Thân","Thái Âm và Thiên Lương đồng cung tại Thân"
"Chính tinh","Thái Âm + Thiên Lương","Phúc Đức","Dậu","Thái Âm và Thiên Lương đồng cung tại Dậu"
"Chính tinh","Thái Âm + Thiên Lương","Phúc Đức","Tuất","Thái Âm và Thiên Lương đồng cung tại Tuất"
"Chính tinh","Thái Âm + Thiên Lương","Phúc Đức","Hợi","Thái Âm và Thiên Lương đồng cung tại Hợi"
"Chính tinh","Thái Âm + Thiên Lương","Điền Trạch","Tý","Thái Âm và Thiên Lương đồng cung tại Tý"
"Chính tinh","Thái Âm + Thiên Lương","Điền Trạch","Sửu","Thái Âm và Thiên Lương đồng cung tại Sửu"
"Chính tinh","Thái Âm + Thiên Lương","Điền Trạch","Dần","Thái Âm và Thiên Lương đồng cung tại Dần"
"Chính tinh","Thái Âm + Thiên Lương","Điền Trạch","Mão","Thái Âm và Thiên Lương đồng cung tại Mão"
"Chính tinh","Thái Âm + Thiên Lương","Điền Trạch","Thìn","Thái Âm và Thiên Lương đồng cung tại Thìn"
"Chính tinh","Thái Âm + Thiên Lương","Điền Trạch","Tỵ","Thái Âm và Thiên Lương đồng cung tại Tỵ"
"Chính tinh","Thái Âm + Thiên Lương","Điền Trạch","Ngọ","Thái Âm và Thiên Lương đồng cung tại Ngọ"
"Chính tinh","Thái Âm + Thiên Lương","Điền Trạch","Mùi","Thái Âm và Thiên Lương đồng cung tại Mùi"
"Chính tinh","Thái Âm + Thiên Lương","Điền Trạch","Thân","Thái Âm và Thiên Lương đồng cung tại Thân"
"Chính tinh","Thái Âm + Thiên Lương","Điền Trạch","Dậu","Thái Âm và Thiên Lương đồng cung tại Dậu"
"Chính tinh","Thái Âm + Thiên Lương","Điền Trạch","Tuất","Thái Âm và Thiên Lương đồng cung tại Tuất"
"Chính tinh","Thái Âm + Thiên Lương","Điền Trạch","Hợi","Thái Âm và Thiên Lương đồng cung tại Hợi"
"Chính tinh","Thái Âm + Thiên Lương","Quan Lộc","Tý","Thái Âm và Thiên Lương đồng cung tại Tý"
"Chính tinh","Thái Âm + Thiên Lương","Quan Lộc","Sửu","Thái Âm và Thiên Lương đồng cung tại Sửu"
"Chính tinh","Thái Âm + Thiên Lương","Quan Lộc","Dần","Thái Âm và Thiên Lương đồng cung tại Dần"
"Chính tinh","Thái Âm + Thiên Lương","Quan Lộc","Mão","Thái Âm và Thiên Lương đồng cung tại Mão"
"Chính tinh","Thái Âm + Thiên Lương","Quan Lộc","Thìn","Thái Âm và Thiên Lương đồng cung tại Thìn"
"Chính tinh","Thái Âm + Thiên Lương","Quan Lộc","Tỵ","Thái Âm và Thiên Lương đồng cung tại Tỵ"
"Chính tinh","Thái Âm + Thiên Lương","Quan Lộc","Ngọ","Thái Âm và Thiên Lương đồng cung tại Ngọ"
"Chính tinh","Thái Âm + Thiên Lương","Quan Lộc","Mùi","Thái Âm và Thiên Lương đồng cung tại Mùi"
"Chính tinh","Thái Âm + Thiên Lương","Quan Lộc","Thân","Thái Âm và Thiên Lương đồng cung tại Thân"
"Chính tinh","Thái Âm + Thiên Lương","Quan Lộc","Dậu","Thái Âm và Thiên Lương đồng cung tại Dậu"
"Chính tinh","Thái Âm + Thiên Lương","Quan Lộc","Tuất","Thái Âm và Thiên Lương đồng cung tại Tuất"
"Chính tinh","Thái Âm + Thiên Lương","Quan Lộc","Hợi","Thái Âm và Thiên Lương đồng cung tại Hợi"
"Chính tinh","Thái Âm + Thiên Lương","Nô Bộc","Tý","Thái Âm và Thiên Lương đồng cung tại Tý"
"Chính tinh","Thái Âm + Thiên Lương","Nô Bộc","Sửu","Thái Âm và Thiên Lương đồng cung tại Sửu"
"Chính tinh","Thái Âm + Thiên Lương","Nô Bộc","Dần","Thái Âm và Thiên Lương đồng cung tại Dần"
"Chính tinh","Thái Âm + Thiên Lương","Nô Bộc","Mão","Thái Âm và Thiên Lương đồng cung tại Mão"
"Chính tinh","Thái Âm + Thiên Lương","Nô Bộc","Thìn","Thái Âm và Thiên Lương đồng cung tại Thìn"
"Chính tinh","Thái Âm + Thiên Lương","Nô Bộc","Tỵ","Thái Âm và Thiên Lương đồng cung tại Tỵ"
"Chính tinh","Thái Âm + Thiên Lương","Nô Bộc","Ngọ","Thái Âm và Thiên Lương đồng cung tại Ngọ"
"Chính tinh","Thái Âm + Thiên Lương","Nô Bộc","Mùi","Thái Âm và Thiên Lương đồng cung tại Mùi"
"Chính tinh","Thái Âm + Thiên Lương","Nô Bộc","Thân","Thái Âm và Thiên Lương đồng cung tại Thân"
"Chính tinh","Thái Âm + Thiên Lương","Nô Bộc","Dậu","Thái Âm và Thiên Lương đồng cung tại Dậu"
"Chính tinh","Thái Âm + Thiên Lương","Nô Bộc","Tuất","Thái Âm và Thiên Lương đồng cung tại Tuất"
"Chính tinh","Thái Âm + Thiên Lương","Nô Bộc","Hợi","Thái Âm và Thiên Lương đồng cung tại Hợi"
"Chính tinh","Thái Âm + Thiên Lương","Thiên Di","Tý","Thái Âm và Thiên Lương đồng cung tại Tý"
"Chính tinh","Thái Âm + Thiên Lương","Thiên Di","Sửu","Thái Âm và Thiên Lương đồng cung tại Sửu"
"Chính tinh","Thái Âm + Thiên Lương","Thiên Di","Dần","Thái Âm và Thiên Lương đồng cung tại Dần"
"Chính tinh","Thái Âm + Thiên Lương","Thiên Di","Mão","Thái Âm và Thiên Lương đồng cung tại Mão"
"Chính tinh","Thái Âm + Thiên Lương","Thiên Di","Thìn","Thái Âm và Thiên Lương đồng cung tại Thìn"
"Chính tinh","Thái Âm + Thiên Lương","Thiên Di","Tỵ","Thái Âm và Thiên Lương đồng cung tại Tỵ"
"Chính tinh","Thái Âm + Thiên Lương","Thiên Di","Ngọ","Thái Âm và Thiên Lương đồng cung tại Ngọ"
"Chính tinh","Thái Âm + Thiên Lương","Thiên Di","Mùi","Thái Âm và Thiên Lương đồng cung tại Mùi"
"Chính tinh","Thái Âm + Thiên Lương","Thiên Di","Thân","Thái Âm và Thiên Lương đồng cung tại Thân"
"Chính tinh","Thái Âm + Thiên Lương","Thiên Di","Dậu","Thái Âm và Thiên Lương đồng cung tại Dậu"
"Chính tinh","Thái Âm + Thiên Lương","Thiên Di","Tuất","Thái Âm và Thiên Lương đồng cung tại Tuất"
"Chính tinh","Thái Âm + Thiên Lương","Thiên Di","Hợi","Thái Âm và Thiên Lương đồng cung tại Hợi"
"Chính tinh","Thái Âm + Thiên Lương","Tật Ách","Tý","Thái Âm và Thiên Lương đồng cung tại Tý"
"Chính tinh","Thái Âm + Thiên Lương","Tật Ách","Sửu","Thái Âm và Thiên Lương đồng cung tại Sửu"
"Chính tinh","Thái Âm + Thiên Lương","Tật Ách","Dần","Thái Âm và Thiên Lương đồng cung tại Dần"
"Chính tinh","Thái Âm + Thiên Lương","Tật Ách","Mão","Thái Âm và Thiên Lương đồng cung tại Mão"
"Chính tinh","Thái Âm + Thiên Lương","Tật Ách","Thìn","Thái Âm và Thiên Lương đồng cung tại Thìn"
"Chính tinh","Thái Âm + Thiên Lương","Tật Ách","Tỵ","Thái Âm và Thiên Lương đồng cung tại Tỵ"
"Chính tinh","Thái Âm + Thiên Lương","Tật Ách","Ngọ","Thái Âm và Thiên Lương đồng cung tại Ngọ"
"Chính tinh","Thái Âm + Thiên Lương","Tật Ách","Mùi","Thái Âm và Thiên Lương đồng cung tại Mùi"
"Chính tinh","Thái Âm + Thiên Lương","Tật Ách","Thân","Thái Âm và Thiên Lương đồng cung tại Thân"
"Chính tinh","Thái Âm + Thiên Lương","Tật Ách","Dậu","Thái Âm và Thiên Lương đồng cung tại Dậu"
"Chính tinh","Thái Âm + Thiên Lương","Tật Ách","Tuất","Thái Âm và Thiên Lương đồng cung tại Tuất"
"Chính tinh","Thái Âm + Thiên Lương","Tật Ách","Hợi","Thái Âm và Thiên Lương đồng cung tại Hợi"
"Chính tinh","Thái Âm + Thiên Lương","Tài Bạch","Tý","Thái Âm và Thiên Lương đồng cung tại Tý"
"Chính tinh","Thái Âm + Thiên Lương","Tài Bạch","Sửu","Thái Âm và Thiên Lương đồng cung tại Sửu"
"Chính tinh","Thái Âm + Thiên Lương","Tài Bạch","Dần","Thái Âm và Thiên Lương đồng cung tại Dần"
"Chính tinh","Thái Âm + Thiên Lương","Tài Bạch","Mão","Thái Âm và Thiên Lương đồng cung tại Mão"
"Chính tinh","Thái Âm + Thiên Lương","Tài Bạch","Thìn","Thái Âm và Thiên Lương đồng cung tại Thìn"
"Chính tinh","Thái Âm + Thiên Lương","Tài Bạch","Tỵ","Thái Âm và Thiên Lương đồng cung tại Tỵ"
"Chính tinh","Thái Âm + Thiên Lương","Tài Bạch","Ngọ","Thái Âm và Thiên Lương đồng cung tại Ngọ"
"Chính tinh","Thái Âm + Thiên Lương","Tài Bạch","Mùi","Thái Âm và Thiên Lương đồng cung tại Mùi"
"Chính tinh","Thái Âm + Thiên Lương","Tài Bạch","Thân","Thái Âm và Thiên Lương đồng cung tại Thân"
"Chính tinh","Thái Âm + Thiên Lương","Tài Bạch","Dậu","Thái Âm và Thiên Lương đồng cung tại Dậu"
"Chính tinh","Thái Âm + Thiên Lương","Tài Bạch","Tuất","Thái Âm và Thiên Lương đồng cung tại Tuất"
"Chính tinh","Thái Âm + Thiên Lương","Tài Bạch","Hợi","Thái Âm và Thiên Lương đồng cung tại Hợi"
"Chính tinh","Thái Âm + Thiên Lương","Tử Tức","Tý","Thái Âm và Thiên Lương đồng cung tại Tý"
"Chính tinh","Thái Âm + Thiên Lương","Tử Tức","Sửu","Thái Âm và Thiên Lương đồng cung tại Sửu"
"Chính tinh","Thái Âm + Thiên Lương","Tử Tức","Dần","Thái Âm và Thiên Lương đồng cung tại Dần"
"Chính tinh","Thái Âm + Thiên Lương","Tử Tức","Mão","Thái Âm và Thiên Lương đồng cung tại Mão"
"Chính tinh","Thái Âm + Thiên Lương","Tử Tức","Thìn","Thái Âm và Thiên Lương đồng cung tại Thìn"
"Chính tinh","Thái Âm + Thiên Lương","Tử Tức","Tỵ","Thái Âm và Thiên Lương đồng cung tại Tỵ"
"Chính tinh","Thái Âm + Thiên Lương","Tử Tức","Ngọ","Thái Âm và Thiên Lương đồng cung tại Ngọ"
"Chính tinh","Thái Âm + Thiên Lương","Tử Tức","Mùi","Thái Âm và Thiên Lương đồng cung tại Mùi"
"Chính tinh","Thái Âm + Thiên Lương","Tử Tức","Thân","Thái Âm và Thiên Lương đồng cung tại Thân"
"Chính tinh","Thái Âm + Thiên Lương","Tử Tức","Dậu","Thái Âm và Thiên Lương đồng cung tại Dậu"
"Chính tinh","Thái Âm + Thiên Lương","Tử Tức","Tuất","Thái Âm và Thiên Lương đồng cung tại Tuất"
"Chính tinh","Thái Âm + Thiên Lương","Tử Tức","Hợi","Thái Âm và Thiên Lương đồng cung tại Hợi"
"Chính tinh","Thái Âm + Thiên Lương","Phu Thê","Tý","Thái Âm và Thiên Lương đồng cung tại Tý"
"Chính tinh","Thái Âm + Thiên Lương","Phu Thê","Sửu","Thái Âm và Thiên Lương đồng cung tại Sửu"
"Chính tinh","Thái Âm + Thiên Lương","Phu Thê","Dần","Thái Âm và Thiên Lương đồng cung tại Dần"
"Chính tinh","Thái Âm + Thiên Lương","Phu Thê","Mão","Thái Âm và Thiên Lương đồng cung tại Mão"
"Chính tinh","Thái Âm + Thiên Lương","Phu Thê","Thìn","Thái Âm và Thiên Lương đồng cung tại Thìn"
"Chính tinh","Thái Âm + Thiên Lương","Phu Thê","Tỵ","Thái Âm và Thiên Lương đồng cung tại Tỵ"
"Chính tinh","Thái Âm + Thiên Lương","Phu Thê","Ngọ","Thái Âm và Thiên Lương đồng cung tại Ngọ"
"Chính tinh","Thái Âm + Thiên Lương","Phu Thê","Mùi","Thái Âm và Thiên Lương đồng cung tại Mùi"
"Chính tinh","Thái Âm + Thiên Lương","Phu Thê","Thân","Thái Âm và Thiên Lương đồng cung tại Thân"
"Chính tinh","Thái Âm + Thiên Lương","Phu Thê","Dậu","Thái Âm và Thiên Lương đồng cung tại Dậu"
"Chính tinh","Thái Âm + Thiên Lương","Phu Thê","Tuất","Thái Âm và Thiên Lương đồng cung tại Tuất"
"Chính tinh","Thái Âm + Thiên Lương","Phu Thê","Hợi","Thái Âm và Thiên Lương đồng cung tại Hợi"
"Chính tinh","Thái Âm + Thiên Lương","Huynh Đệ","Tý","Thái Âm và Thiên Lương đồng cung tại Tý"
"Chính tinh","Thái Âm + Thiên Lương","Huynh Đệ","Sửu","Thái Âm và Thiên Lương đồng cung tại Sửu"
"Chính tinh","Thái Âm + Thiên Lương","Huynh Đệ","Dần","Thái Âm và Thiên Lương đồng cung tại Dần"
"Chính tinh","Thái Âm + Thiên Lương","Huynh Đệ","Mão","Thái Âm và Thiên Lương đồng cung tại Mão"
"Chính tinh","Thái Âm + Thiên Lương","Huynh Đệ","Thìn","Thái Âm và Thiên Lương đồng cung tại Thìn"
"Chính tinh","Thái Âm + Thiên Lương","Huynh Đệ","Tỵ","Thái Âm và Thiên Lương đồng cung tại Tỵ"
"Chính tinh","Thái Âm + Thiên Lương","Huynh Đệ","Ngọ","Thái Âm và Thiên Lương đồng cung tại Ngọ"
"Chính tinh","Thái Âm + Thiên Lương","Huynh Đệ","Mùi","Thái Âm và Thiên Lương đồng cung tại Mùi"
"Chính tinh","Thái Âm + Thiên Lương","Huynh Đệ","Thân","Thái Âm và Thiên Lương đồng cung tại Thân"
"Chính tinh","Thái Âm + Thiên Lương","Huynh Đệ","Dậu","Thái Âm và Thiên Lương đồng cung tại Dậu"
"Chính tinh","Thái Âm + Thiên Lương","Huynh Đệ","Tuất","Thái Âm và Thiên Lương đồng cung tại Tuất"
"Chính tinh","Thái Âm + Thiên Lương","Huynh Đệ","Hợi","Thái Âm và Thiên Lương đồng cung tại Hợi"
"Chính tinh","Thái Âm + Thất Sát","Mệnh","Tý","Thái Âm và Thất Sát đồng cung tại Tý"
"Chính tinh","Thái Âm + Thất Sát","Mệnh","Sửu","Thái Âm và Thất Sát đồng cung tại Sửu"
"Chính tinh","Thái Âm + Thất Sát","Mệnh","Dần","Thái Âm và Thất Sát đồng cung tại Dần"
"Chính tinh","Thái Âm + Thất Sát","Mệnh","Mão","Thái Âm và Thất Sát đồng cung tại Mão"
"Chính tinh","Thái Âm + Thất Sát","Mệnh","Thìn","Thái Âm và Thất Sát đồng cung tại Thìn"
